,text,labels,split
707,JCW side stripes <p/> Price € 137.02 <p/> John Cooper Works side stripes give your MINI an individual and sporty character. Available in red and black. <p/> More information on product availability on request. <p/> Installed at your MINI dealer Installation time: 30 min,Promotion,train
708,"PROMOTIONS <p/> Current promotions <p/> We have prepared a number of special offers for you at good prices. Check out our CURRENT PROMOTIONS and buy quality Calivita products even cheaper! For all questions and orders, please call us on 040 61 82 61.",Promotion,train
709,"Acai Pack super antioxidant <p/> This pack contains 4 bottles of organic acai juice certified organic in a cute and convenient package suitable for delivery. Acai is a true superfruit with its extraordinary antioxidant effect and its impact on the healthy functioning of the body. 100% acai. Contains only acai, no other fruits or blends. <p/> Calivita Burn one metabolism boosting packets <p/> Burn one 10 packets in a sugar-free lemon flavoured drink pack with capsaicin, L-carnitine, caffeine, green tea, chromium and other ingredients that effectively support metabolism and energy production. <p/> Vitamin D3 sunscreen for the whole family boosts the immune system and keeps bones healthy <p/> Stock up on vitamin D for you and your family during the autumn and winter months with the limited-edition 3=4 Family Pack at a great 25% discount. <p/> Organic Noni Juice - 3+1 free <p/> Original Noni Juice for children and adults certified organic (bio) with natural flavour from organic raspberries in a pack of 3 + 1 free. <p/> Flu and cold syrup for the immune system <p/> Samburex is a flu and cold syrup to strengthen the immune system of adults and children, based on black elderberry and also containing echinacea and astralagus.",List of Summaries/Excerpts,train
711,"The Faculty of Arts of the University of Maribor develops twelve fields of study with twelve departments. Department of Psychology 9. Department of Slavic Languages and Literatures 10. Department of Sociology and 11. Department of History of Art 12. Department of History <p/> Among the fundamental missions of the Faculty is to develop scientific research work in the humanities, social sciences, educational sciences and the arts, and to translate it into education. The scientific research work is project-oriented, aiming at achieving visibility and research excellence, which is reflected in the work of programme groups and participation in national and international projects.",Information/Explanation,train
712,"Mathematics Instruction for Primary School <p/> We may be the parent of a child who attends primary school and occasionally or regularly needs help with homework, or extra tuition before an exam because they may not be doing well in one of their subjects. But we no longer remember everything ourselves and find it difficult to help. Maths is usually the most difficult subject. And so perhaps maths tuition for primary school is needed. Mathematics is a big problem for many schoolchildren and they may need help from an expert to learn it. Maybe it is just a particular subject that is giving him difficulty, or whatever, and we are not confident enough in our own knowledge to be able to help him. And so we decide to use tutoring, which is usually the best possible solution and the appropriate help in this kind of situation. The great thing about tuition is that the instructor pays individual attention to the child, takes the time to look at what the difficulties are and makes a learning plan so that the material becomes clear and is understood as soon as possible. Whether the child is in primary school, secondary school or perhaps already studying. It is definitely a great way to help your child to get the knowledge they need and are currently lacking. What's also good about tuition is that the instructors identify the needs of the child and also have the right way or approach to teach them the most in a relatively short time. Of course, this is a great opportunity for those whose knowledge is deficient in a particular subject. When a child attends primary school, maths is usually the most pressing problem and, in general, if it is a child who is not good at maths in general, we will look for maths tuition for primary school. If we take on the task ourselves and want to help our child, we will surely find that primary school is not as easy as we once thought. We may not choose the right way of teaching, which would prolong learning, we may not have the right experience, and it is certainly different when someone other than the child's parent teaches the child.",Opinion/Argumentation,train
717,"Health Minister Aleš Šabeder sworn in before the National Assembly today, now he will have to speed up the rehabilitation of the health care system, starting with family medicine <p/> By Diana Zajec <p/> Article <p/> Ljubljana, 27 March 2019 <p/> Reading time: 6 min <p/> ""Our current workload is beyond the limits of what is bearable. Despite the difficult situation, we are persevering for the time being, mainly because of the understanding of the management, which is doing its best to find solutions, including by recruiting additional staff, which is not approved and financially covered by the Health Insurance Fund,"" wrote 14 family medicine doctors from the Grosuplje Health Centre in a letter addressed to the ministry today. They did so in the hope that the newly appointed Minister of Health, Aleš Šabeder, will realise that placing the burden on the already pressure-ridden shoulders of family doctors is not a solution. <p/> The doctors from the Grosuplje health centre informed the new Minister of Health, Ales Šabeder, of their decision (to strictly comply with the professional collective agreement and the standards and norms set out therein, and to refuse patients if this would exceed the 1895 head coefficients), the reasons for their decision (to improve working conditions so that they can provide professionally appropriate care to patients) and any further action - including dismissal - if they are subject to any pressure, threats, mobbing or punishment as a result of their decision. <p/> The workload in the outpatient clinics far exceeds the professional standards and norms that are a prerequisite for quality and safe patient care, and all doctors are involved in 24-hour emergency care (both on and off duty), as well as in the post-mortem examination service. <p/> Grosuplje Health Centre doctors will now strictly comply with the professional collective agreement and the standards and norms set out therein - and will refuse new patients if this would exceed the 1895 headache coefficients. <p/> They are convinced that this is the only way to improve working conditions and, as a result, provide patients with professionally appropriate care. <p/> ""In any case, in this situation we cannot and will not take on the additional burden of new registrations as provided for in the new General Agreement, and we have therefore decided to make this public in the attached statement. The statement has been shared with the representatives of the Institution's Council, who have unanimously supported us in this"", wrote Sonja Gruden, a specialist in family medicine, on behalf of the 14 doctors who will give priority to professionalism and ethics. <p/> The decision of the doctors working in the Grosuplje health centre is not an isolated one; similar reactions and announcements have been made in Kranj, Celje, Nazarje, Ajdovščina ... and will be accelerated elsewhere in Slovenia in the future.",News/Reporting,train
718,"What is it, apart from the understaffing and the overburdening, which is also or mainly administrative, that has broken the bottom of the primary health care barrel? <p/> The 2019 General Agreement exacerbates an unsustainable situation <p/> The 2019 General Agreement sets a new (increased) ceiling for registrations in family medicine outpatient clinics, which are already bursting at the seams with no systemic solutions. And this is very bad news indeed. <p/> The General Agreement, whereby the health 'partners' each year redefine the financial pie for the provision of health services and programmes, does not really have a partnership character, because the strength of the professional arguments is repeatedly undermined by the arguments of power, which in the end seem to have a single denominator: politics, which has nothing to do with health care. Controversial issues are always decided by the government. <p/> The Association of Health Care Institutions has proposed an annex to the General Agreement ... <p/> That is why the Association of Health Institutions of Slovenia has proposed the adoption of annex number one to the general agreement for this year. With regard to the overload in family medicine clinics in primary health care, where doctors in some health centres are announcing the termination of their employment contracts because there is no other solution on the horizon, this association has proposed a solution quite comparable to the conclusions recently adopted by the annual conference of the Fides doctors' and dentists' trade union. The proposed annex thus, rather surprisingly, puts doctors, their unions and the management of health care institutions on the same side. <p/> The proposal was made by the Association in accordance with the agreement on the suspension of strike activities signed by the Fides union and the government - and already in force in the general agreement for the 2017 and 2018 contract years. According to this agreement, primary care doctors can refuse to identify new insured persons once they reach the national average of the headache ratios for each specialty, while family medicine doctors and paediatricians can refuse to identify new insured persons once they reach a headache ratio of 1895. <p/> The Association of Health Care Institutions drafted the annex in accordance with the agreement on the temporary suspension of strike action. <p/> ... the ZZZS Board of Directors rejected the proposal <p/> Doctors may decide to take such a step if the employer has not exhausted all the human resources and organisational possibilities that would allow the definition of insured persons - tenders for new recruitments, proposal of the need for new specialisations, subcontracting of doctors, including retired ones, redirection of insured persons of full age from a paediatrician to a family doctor ... <p/> However, at yesterday's meeting, the ZZZS Board of Directors rejected the proposal to urgently include this option in the general agreement for this year. We are now in a situation in Slovenian healthcare where there is virtually no room for manoeuvre - for the time being in family medicine, but similar stories are unfolding in other branches of medicine too. And since this serious, complex problem is being pointed out not only by doctors or nurses and their unions, but now even by the management of health care institutions, this is a sign that the existing system is not, and can no longer be, a guarantee for the sustainable, high-quality, professional, comprehensive and safe operation of health care - a sign to which we urgently need to react and take immediate action to remedy the situation that has arisen. <p/> The proposal to urgently include this option in the general agreement for this year was rejected by the ZZZS Board. <p/> The association is convinced that the agreement between the government and the Fides trade union, enshrined in the agreement on the suspension of strike activities, should be respected - and that if the timetable for reaching the target norm had to be changed in this sense, the signatories to the agreement would have to resume negotiations and redraft the agreement. So what next - apart from the announced activities of primary care doctors? <p/> ""We find it difficult to understand that the ZZZS Board is opposed to what has in fact already been agreed, signed and accepted"" <p/> ""We find it difficult to understand that the ZZZS Board is opposed to what has in fact already been agreed, signed and accepted"" <p/> ""We find it difficult to understand that the ZZZS Board is opposed to what has in fact already been agreed, signed and accepted. One is to continue with the annex procedure, but this kind of search for a solution is time-consuming and could drag on until the autumn. There is also another way. The new Minister for Health will have to deal with these problems as soon as he is appointed - and it is not impossible that the partners who are agreeing on the content of the general agreement will not be able to come up with a coherent, possibly even new, proposal to alleviate the acute situation we are witnessing at the moment. I can assure you that the association will be cooperative, because it wants to contribute to a reasonable solution - but if we find ourselves in a situation where emotions and other motives prevail, it will be difficult to find a solution,"" said Marjan Pintar, Director of the Association of Health Care Institutions, speaking to Health Portal. <p/> And what is your message to the new Minister of Health, Ales Šabedr? <p/> What do you expect from the new Health Minister Ales Šabedr? Write your suggestions and requests in the comments on our Facebook page. When we have enough, we will compile them in a book, which we will hand over to the Minister as a civil initiative for urgent action in the field of health.",News/Reporting,train
719,"JK Gorišnica, JK Branik Broker and JK Duplek met in the multi-purpose sports hall in Gorišnica for the 3rd round of the 1st SJL. The team of JK Duplek won two points by defeating the team of JK Gorišnica with the score 6 : 1 (60 : 10), while the match with JK Branik Broker ended with the victory of Branik with the score 3 : 4 (23 : 40). In the duel between JK Duplek and JK Branik Broker, JK Duplek first led with 3 : 0. In the category up to 60 kg, Dorijan Jamnisek won without a fight, then in the category up to 66 kg, Simon Mohorovic defeated Marcel Ognjenovic with a koko. In the U73 kg category Tadej Čech defeated Samot Maslesha with a 10 : 0 victory. In the 81 kg category, Tadej Mulec took the place of the injured Uroš Tajhman and, as expected, lost to Rok Leskovšek. The last three fights also went to JK Branik Broker competitors, with Aljaž Petrič losing to Samot Sagadin by ippon in the 90 kg category, Gregor Krajnc losing to Peter Bevc by ippon in the 100 kg category and the not yet fully recovered Darko Petelinšek losing to Matija Erjavec by ippon in the 100 kg and over 100 kg category. The duel between JK Duplek and JK Gorišnica was smoothly won by the competitors of JK Duplek. After five quick wins in a row with ippon by Dorijan Jamnic in the category up to 60 kg, Simon Mohorovic in the category up to 66 kg, Tadej Čeh in the category up to 73 kg, Tadej Mulec in the category up to 81 kg and Aljaz Petric in the category up to 90 kg, the competitors of JK Duplek led 5 : 0. In the category up to 100 kg Gregor Krajnc lost against Hrga, while in the category over 100 kg Gorišnica had no representative, so that Darko Petelinšek won without a fight and set the final result of the duel 6 : 1. <p/> In the duel between JK Branik Broker and JK Gorišnica was won by Branik Broker with the result 5 : 1 (50 : 10 ). <p/> In Slovenski Bistrica, the second tournament of the 3rd round of the 1st SJL took place in the sports hall, where the home team JK Impol, JK Olimpija and JK Sankaku Celje met. The matches ended as follows : JK Impol : JK Olimpija 5 : 1 (40 : 10) JK Impol : JK Sankaku 5 : 2 (50 : 15) JK Olimpija : JK Sankaku 5 : 2 (42 : 20) <p/> In Slovenski Bistrica there was also a match between JK Železničar and JK Drava Ptuj, which was won by JK Železničar with 4 : 3 (32 : 30). <p/> All results and rankings after Round 3 of the 1st SJL can be found ""Here"" <p/> IN THE THIRD ROUND OF THE 2nd SJL, FOUR FIGHTS WERE Fought",News/Reporting,train
720,"Leonardo | Pendant ""DONATELLA"" <p/> In stock <p/> 39,80 € <p/> The beautiful Donatella pendant symbolises the joy of life. In the centre of the sunflower, which is made of gold-coloured stainless steel, is a round glass cabochon stone. The pendant is also a great idea for gifting your loved ones.",Promotion,train
722,"WHAT DO OUR CUSTOMERS SAY? <p/> BOGOMIR JALOVEC <p/> B33, d.o.o. <p/> B33 has been doing business with Spletnik for many years. We especially appreciate the responsiveness, fast technical support, both for the site's operation, as well as DIY technical advice and tips in the field of sales increase, optimization. <p/> TOMAŽ ERŽEN <p/> Gaus d.o.o. <p/> They made or set up an online shop for us, which we are very satisfied with. The company offers very good support and advice to optimize the implementation and operation of the online store, both at the beginning and throughout the rest of the mutual business.",Opinion/Argumentation,train
724,"Serbia: First milk checks in mid-2014 <p/> 15.11.2013 <p/> The National Reference Laboratory is expected to carry out its first milk checks in the middle of next year, when the first analyses of raw milk quality will start, the director of the institution, Slavoljub Stanojević, has announced. <p/> He told the Tanjug news agency at the Assembly's agriculture assembly that most of the laboratory equipment had already been purchased and the process of preparing for the opening of the laboratory had taken 10 years - since 2003. <p/> Stanojevic pointed out that the National Reference Laboratory for Food, Feed and Milk Safety Control will be part of the existing network of laboratories in Serbia. He said that these are prestigious, internationally recognised and well-equipped state laboratories as well as private laboratories. <He added that there is also a milk quality laboratory in Novi Sad, and concluded by pointing out that there are 430,000 dairy cows on 200,000 farms in Serbia, which makes it quite difficult to obtain samples. <p/> The two laboratories will work on a territorial basis, with mutual assistance.",News/Reporting,train
725,"Change municipality <p/> For a healthier lifestyle and mental health <p/> New health promotion centre in Celje For a healthier lifestyle and mental health Interest in group workshops and individual counselling <p/> Celje, 28 September 2016 - The Together for Health project was implemented at the National Institute of Public Health in 2015 and 2016 with funding from the Norwegian Financial Mechanism. One of the results of the Together for Health project is a new health promotion centre in the Celje Health Centre and the health posts Štore and Vojnik-Dobrna. The centre is aimed at people who are at any risk due to lifestyle, chronic non-communicable diseases or mental health problems. It offers a wide range of free workshops and individual counselling on physical activity, healthy eating, risky drinking, smoking cessation, living with diabetes, relaxation and stress management, and coping with anxiety and depression. This year, from January to mid-September, more than 1600 individuals were involved in health promotion workshops and individual counselling in Celje, Štore, Vojnik and Dobrna. The oldest participant was 96 years old and the youngest 16 years old. <p/> All services are free of charge for the participants, as they are covered by their health insurance entitlements. At the Health Promotion Centre of the Celje Health Centre, participants receive professional support, relevant information and knowledge, and above all, they form attitudes, acquire skills and develop new behavioural patterns for a healthier lifestyle and mental health. Along the way, they can progress and empower themselves, eventually making some lasting changes in their lives in terms of giving up risky habits. And if they are already ill (for example, diabetics), they can live better with a chronic illness with the experience and knowledge from the workshops. ""We provide preventive check-ups in family medicine referral clinics for all adults over 30 years of age. We aim to detect risk factors for chronic non-communicable diseases (e.g. high cholesterol, high blood pressure, blood sugar, obesity, physical inactivity, smoking, risky alcohol consumption) early enough to prevent the onset of the disease. The Together for Health project has provided the Celje Health Centre with a Health Promotion Centre, where appropriately trained professionals provide group workshops and individual counselling to help adults change unhealthy lifestyle habits. We have focused on implementing a community-based approach, especially trying to reach vulnerable groups of the population and reduce inequalities in health care,"" said Dr Jana Govc Eržen, Head of the Expert Group for Prevention and Health Promotion at the Celje Health Centre, Coordinator of the Celje - Healthy City project and National Coordinator for Cardiovascular Disease Prevention. Marjana Iršič, Head of the Health Promotion Centre at Celje Health Centre, explained. At the Health Promotion Centre in Celje, we have noticed that we have attracted people's interest in our non-medication programmes. Compared to the previous organisation, the new work design also includes vulnerable groups of people in an organised way, for whom some health services were harder to access. As one of the innovations, we have also tested the cooperation with an intercultural mediator for the Albanian-speaking community in Celje."" Vulnerable groups in terms of accessibility to the health system and involvement in prevention programmes include the unemployed, precarious workers, migrants, homeless people, people who use illicit drugs, people with mental health problems, Roma, people with various disabilities and all others who face different barriers to taking care of their health. <p/> The results and benefits of the Together for Health project were presented by health experts and programme users on Wednesday 28 September at the National House in Celje. The new community-based integrative approach to health promotion and prevention was presented by. Alenka Obrul (Director of the Celje Health Care Centre), Dr Jana Govc Eržen (Head of the Prevention and Health Promotion Expert Group at the Celje Health Care Centre and National Coordinator for Cardiovascular Disease Prevention), Jožica Maučec Zakotnik (Head of the Centre for Management of Health Promotion and Prevention Programmes at the National Institute for Health Promotion and Health Care and Head of the Together for Health for Adults Project), Dr. Mgr. Polonca Truden Dobrin (Head of the Together for Health project for children and adolescents), Marjana Iršič (Head of the Health Promotion Centre at the Celje Health Centre), Nuša Konec Juričič (Head of the Non-Communicable Diseases Group at the Celje Regional Unit of the NIJZ), Alenka Rumbak (Director of the Celje Unit of the Employment Service), Martin Kač (Karitas), Suzi Kvas (Director of the Socio Health Care Centre). Stanislava Ferjanc (participant in the programme) and Vera Haliti (intercultural mediator) also presented their experiences. <p/> Users of the Celje Health Centre and the health stations of Štore and Vojnik-Dobrna therefore have the opportunity to take part in one of the three basic workshops: Healthy Living, Am I Fit and Relaxation Techniques. There are also modules on high blood sugar, high fats, type 2 diabetes and physical fitness. These workshops and modules are followed by a variety of in-depth sessions. Among the possible programmes are three in-depth psychoeducational workshops to support mental health: Coping with Stress, Support for Coping with Depression and Support for Coping with Anxiety. ""The workshops provide participants with information on the link between physical and mental functioning, why certain problems occur and what they can do to improve their own health. In a small group, they have the opportunity to share experiences and ask what they are interested in. Excessive or prolonged stress can lead to physical or mental health problems, including depression and anxiety. Unfortunately, there is still a stigma attached to mental health that makes it harder for many people to seek help - but I think that is slowly changing too. More and more people are recognising the importance of getting information and skills for their own health,"" said Maruša Naglič, psychologist and psychoeducational workshop leader at the Centre for Health Promotion. <p/> Health Promotion Centres, like the one in Celje, are already operating in Sevnica and Vrhnika. In the Together for Health project, led by Jožica Maučec Zakotnik in the field of adult health, the National Institute for Public Health upgraded the existing health education centres both in terms of organisation and content. The approaches are designed to respond to people's needs, with a practical focus on empowerment for long-term lifestyle changes that can lead individuals to better health and well-being. The new design, based on community engagement and the coordinated mobilisation of a wide range of local partners, makes it possible to strengthen care for individual and public health, optimise the use of resources for health promotion and prevention, ensure the quality of staff and programmes, and improve health indicators for the future. The National Institute of Public Health stressed that the experience gained so far from the pilot programmes confirms the rationale for introducing health promotion centres in other health centres. Following the completion of the Together for Health project, the Health Promotion Centre in Celje is fully supported by the National Health Insurance Fund. <p/> *** <p/> Additional information. Jana Govc Eržen, MD, Specialist in Family Medicine, Head of the Expert Group for Prevention and Health Promotion at Celje Health Centre, National Coordinator for Prevention of Cardiovascular Diseases, Coordinator of the Celje-Healthy City Project, Celje Health Centre <p/> Nuša Konec Juričič, MD, Specialist in Social Medicine and Public Health, Head of Non-Communicable Diseases, National Institute of Public Health, Regional Unit Celje",Promotion,train
726,"Reply Written by mmar "" Aug Sep 14, 2011 11:39 am <p/> Hello, I have (as always) traced the whole thing on American websites. But since I have the opportunity to popularize it a bit, especially among the younger generation, I would like to ask for some basic instructions to start with and then how the thing works in SLO. The game seems to me to be of above-average interest and interested parties would be extremely enthusiastic about it. However, as I am ""new"", I would ask for an ""introduction"". If anyone has time, I'd invite them for a drink lpm. <p/> Reply Written by soncek "" Thu Oct 06, 2011 5:42 pm <p/> Popularization on POP TV: http://24ur.com/novice/it/sodobno-iskan ... ladov.html I'm a bit worried if any of the new forum members have surfed the net and I've been led astray by this post. <p/> A very simple FAQ would read something like this: At http://www.geocaching.com, type Slovenia in front of the magnifying glass and you get all the treasures that someone has entered in Slovenia. Or you can type in a place like Ljubljana and get Ljubljana treasures, etc... If you want to do more, like see what's going on with individual treasures or even enter your own adventures related to the treasure you're looking for, you have to register for free. If you do this, you will get the geographical coordinates of where the treasure is located and a hint of where exactly it should be. You can stand on it, but if the owner of the treasure doesn't give you a hint that it's buried under your feet, you'll be looking for it in vain. You can, however, pay approx. 20?per year, which gives you the right to hide the treasure, enter its coordinates in the portal and keep track of what happens to it, who discovers it, etc. If you find the treasure, you enter the date of its discovery in the treasure's notebook. You can take some things out and put in some of your new things, or at least as much as there was before. Each treasure contains a plastic waterproof box, a label with the location and address, a pencil, a pencil sharpener, and a notebook or notepad. You can also put anything in the box that is not food, not an animal or non-perishable. Crates can be ""micro"" e.g. a 2 or 3 cm plastic box, medium or very large. The crate can also contain a ""tracer"" or a plastic coin. You need to buy both official ones because the tracking numbers are stamped on the tracker and the coins are destructible and only made by certified producers. The tracker is inscribed separately and its job is to travel from treasure to treasure. You must not take it home for permanent safekeeping, but must put it in another treasure or leave it where it is. If you have moved it, you must be sure to write on the portal in which treasure you have placed it. Some people call this a ""stopwatch"". Vendors also offer official boxes, notebooks, pencils, stickers, etc. You don't need these if you don't want them. You can provide all this yourself. You can get free stickers here: http://www.techblazer.com/geocaching-log-sheets/ for micro for others: http://www.google.com/url?sa=t&source=w ... mApU8vtHzw Make sure the sticker is dry! That's all. Instead of boring walks, you can search for treasures. You can use a garmin or other gps, I just use a phone with gps built in. It's worth installing Google Earth and you'll find your treasure even faster. If anyone has any other questions, just take them on the day. <p/> Reply Written by bucar "" Sat May 05, 2012 12:13 am <p/> Commendable, but one has to be careful here: it's nice if a video post about a treasure is aligned with its owner, especially if the location of the box itself is also shown (spoiler). Many an owner would not be thrilled about that! Some time ago there was a pop-TV article http://24ur.com/novice/it/sodobno-iskan ... ladov.html and later on Spica there was another box right next to the real one and now there is quite a confusion because there are two treasures with a registration book. So public disclosure of the location of the treasures could bring problems... <p/> Reply Written by mrvidk "" Sat May 05, 2012 6:20 pm <p/> @mmar: But you can pay about 20? a year and that gives you the right to hide the treasure, enter its coordinates on the portal and keep track of what happens to it, who discovers it, etc. that's not exactly true, because that only requires registration. <p/> Reply Written by FamilyMarussig "" Fri May 10, 2013 10:50 pm <p/> As far as I know, it can't be hidden and located unless you pay a flat fee...? I caught that somewhere in the flood of texts.",Forum,train
727,"More passenger vans for hire. All vans are 2013 and 2014.Extended, all equipment <p/> Renault trafic Opel vivaro 8 or 9 seats. RENTAL PRICE BY DEAL, MONTHLY RENTAL AVAILABLE Very low consumption Bluetooth, USB, MP3, cruise control, PDC, armrests for all passengersVAN Opel vivaro more "" <p/> RENTAL PRICE BY DEAL, MONTHLY RENTAL AVAILABLEWe also have several passenger vans for rent. All vans are 2013 and 2014.We also have a Mercedes vito 7+1 long for rent,available more "" <p/> RENT 60€ PER DAY, MULTIPLE DAYS RENT A CAR CARS VANS VANS The van has full CASCO insurance, driver and passenger insurance, assistance at home and abroad.slovenian vignette and more "" <p/> BRAND NEW DACIA LOGAN MCV DIESEL FIRST REG. 8/2015 FOR RENT <p/> RENTAL PRICE BY DEAL, MONTHLY RENTAL POSSIBLE NEW DIESEL VEHICLE - VERY LOW CONSUMPTION The car is new and has full CASCO insurance,driver and passenger insurance,assistance at home and abroad, more "" <p/> Opel vivaro cosmo tour 8+1 year 2014 for rent <p/> Opel vivaro all equipment year 2014 for 9 persons for rent 2x air conditioning, 2x heating, cruise control Bluetooth, USB, extra heating, Isofix... New passenger van for rent more "" <p/> New passenger van October 2014 Renault Trafic extended version for 8 persons for rent. -2 air conditioning, extra heating -bluetooth connection -rocker -parking more "" <p/> The van is brand new. Extended, air conditioning front, rear, cruise control, parking sensors, USB, bluetooth...Price negotiableThe van has full CASCO insurance,driver and passenger insurance,assistance more "" <p/> BARGAIN RENT Renault Master for 7 people plus 9m3 cargo area L3H2P3 RENT A CAR CAR RENTAL <p/> BARGAIN RENT MASTER for 7 people + HUGE CARGO AREA 9M3-SHOWLED LOCKER-CLIMATE-WEBASTO ADDITIONAL CABINET REFURBISHING-TEMPTIMEBOARD-USB, MP3. more "" <p/>.....................................................................3m3......RENTAL PRICE BY AGREEMENT, MONTHLY RENTAL OPTIONS ALSO more "" <p/> Affordable rent Opel Zafira diesel, only 109000 km driven. All insurances included RENTAL PRICE BY CONVERSATION, MONTHLY RENTAL POSSIBLE We also have several passenger vans for more "" <p/> Affordably rent Dacio Logan 1,2 16v station wagon for rent. The car has all possible insurances. Rental price in case of monthly rental 20€ per day, other rental by agreement, more """,List of Summaries/Excerpts,train
728,"there is a colloquium on Thursday, when can we meet and where? he said he would send to a common mail but I can not access this mail because I do not know the data. <p/> I have extracted a few questions from old forums: 1 what is regulation what is control 2 list and describe two DC motors ( characteristic, coupling, how to excite the magnetic field 3 asynchronous motor (characteristic, types of asynchronous motors, how to excite the magnetic field in an asynchronous motor...),4 small motors (list them and where they are used) <p/> common mail, if I'm not mistaken is: username: kvs0910 password: konstrukter <p/> yes I have already looked at these questions, but I didn't find the answers for the first question in the uni script? maybe you know where the answer is hidden? <p/> I don't know about the last question. under the heading small motors it says everything about them but I didn't find anything about the application. lp <p/> for the magnetic field excitation I don't know that I need to know how to depend the excitation I on the magnetic field strength B? to show the saturation?",Forum,train
730,"FE ROS Workshop 2021 <p/> Date of publication: 15.07.2021 <p/> A full week FE-ROS-21 workshop covering the use of a ROS (Robot Operating System) environment will be held at the Faculty of Electrical Engineering between 24 and 30 September 2021. The workshop is aimed at senior students who are enthusiastic about robotics and is highly recommended for future students of the Robotics MSc programme. We also welcome students from industry. <p/> Basic knowledge of the Linux environment as well as the Python programming language is required to attend. All development will be done on a Raspberry Pi, the system will be provided to the participants at the workshop. <p/> The number of participants is limited to 15, please register at . In your application, please write down in short bullet points your experience, competences and reasons for your enthusiasm for robotics. Applications are open from 15 July 2021 to 15 August 2021.",Promotion,train
731,"SUPER PRICE for a full facial rejuvenation treatment with targeted high-intensity focused ultrasound (HIFU) in the Tajna ljepote salon in Zagreb! <p/> Up to 10 years younger look and long-lasting results - more powerful than laser! Other HIFU treatments are also available in this offer - don't miss out on all of the additional offer options! Vouchers are redeemable until 8 January 2021! <p/> 158,60€ <p/> Buy voucher <p/> Great price <p/> Pay with Mastercard® or Maestro® and we'll give you back another 7,93€ on eWallet <p/> Would you like to look 10 years younger without surgery and the associated risks? The solution is HIFU (High Intensity Focused Ultrasound), a treatment that uses focused high-intensity ultrasound technology to heat tissue at a specific depth with extreme, surgical precision, resulting in a direct lifting effect. It is the world's first wrinkle smoother, and depending on the depth of the wrinkle, it is possible to lift the eyelids by 3-4 mm, reduce the pores on the face, firm and lift cheekbones, etc. However, in cases where the eyelid is drooping due to nerve damage or is congenital, the device cannot achieve the changes and surgery is required. Even very pronounced under-eye bags can be reduced, but they cannot be completely eliminated with one treatment. <p/> The excellent results of the HIFU treatment cannot be achieved with any other device or treatment, nor with radiofrequency, mesotherapy or dermapen. However, realistic expectations are necessary, because the kind of taut face you see on Hollywood celebrities is the result of expensive surgical procedures, without which such extreme results cannot be achieved. <p/> The HIFU treatment is performed by a trained beautician who also provides training on this treatment for beauty salons throughout Croatia. So far, she has ""beautified"" more than 150 women from Croatia and Slovenia, so you too can find out why it is worth visiting the Tajna ljepote salon for facial rejuvenation. <p/> This revolutionary and unique device can: completely remove forehead wrinkles, lift eyebrows by 3-4 mm (by lifting the upper eyelids), soften or completely remove wrinkles around the eyes, soften or completely remove under-eye bags, tighten enlarged pores, firm and lift cheekbones, soften or completely remove nasolabial folds and nasolabial folds between the nose and the lip, tighten the skin of the neck, tighten and remove the chin, tighten the skin of the décolletage. <p/> Ultrasound Rejuvenation Treatment High-intensity ultrasound generates large amounts of collagen. After the treatment, the skin is not damaged and does not require recovery. <p/> A single HIFU rejuvenation treatment is enough for great results!",Promotion,train
732,"On Sunday, 6 March 2011, there will be a concert by the Bitenc ensemble. The concert, starting at 18:00, will take place in the hall of the Poljane Cultural Centre. <p/> Tickets will be available 2 hours before the concert at the Poljane Cultural Centre box office. <p/> More information about the ensemble can be found at: www.ansambelbitenc.si",News/Reporting,train
733,"Redragon <p/> Theme Park Simulator is a purebred simulation game where you arrange roller coasters, giant wheels and the like around an amusement park on your own, trying to become the tycoon of amusement parks. There's a ""ringlspiel"" with bumper cars, kamikazes, a Viking ship, the Love Express, jumping and more. <p/> A collector's edition is also available!",Promotion,train
734,"SRIP ACS+ INVITES: EDISON Partners Meeting <p/> 07 Mar. <p/> The first EDISON Partners Meeting was held at the Nebotičnik in Ljubljana to present the activities and, above all, to bring you, the partners, together. Since the meeting in May 2018, the EDISON and SRIP ACS+ partnership has welcomed a number of new members and several high-profile projects in the field of green mobility have been realised. To mention just a few of the projects in which the EDISON partnership played an active role and which we will present to you in more detail: the Mobility in Slovenian Municipalities (held at MOS), the Mobility Exhibition (held at the Chamber of Commerce and Industry), Rotalab - the first green mobility engineering company, EDISON WINCI - successful application for the call for tenders ""DEMO PILOTS II 2018"", and others.The EDISON partnership has also been involved in several other projects, such as. <p/> The second meeting will be dedicated mainly to plans, and we would like to talk to you about the future activities of the partnership and present you our strategy for 2019, and to work with you to shape the role of the EDISON partnership in your own way. <p/> PROGRAMME <p/> Breakfast will be provided... <p/> Introduction and presentation of new partners <p/> EDISON in 2018 (activity promoters present their achievements) <p/> New opportunities and plans for 2019 (initiatives, discussion, proposal development and preparation for the renewal of the action plan) <p/> Conclusions and of course socialising <p/> You are cordially invited! <p/> To facilitate the organisation of the event, please confirm your attendance by email to dunja.podlesnik@acs-giz.si.",Promotion,train
